wage_eur,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_reactions,movement_balance,power_shot_power,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_sliding_tackle
11000,45,65,58,66,53,66,56,62,59,67,66,63,61,54,67,66,73,65,57,65,64,60,51,53
2000,52,69,74,56,59,61,47,47,47,61,59,50,58,53,67,65,80,58,52,39,55,57,13,22
3000,38,31,65,65,26,34,30,27,54,51,67,68,54,49,38,67,82,30,52,33,43,63,65,62
2000,27,40,65,61,32,35,26,27,61,48,54,67,60,51,43,39,80,38,66,49,37,60,63,66
3000,70,58,51,70,46,68,73,68,65,67,72,73,64,70,74,68,64,56,67,60,47,62,61,58
1000,16,19,14,25,18,13,20,18,16,19,45,42,65,47,43,38,56,20,23,30,21,32,20,19
5000,33,26,64,49,31,45,29,29,32,53,51,54,58,54,40,60,81,21,72,29,40,59,64,62
3000,68,41,65,68,34,54,32,36,72,69,63,59,60,51,52,69,83,52,68,43,42,56,59,63
2000,61,52,46,68,53,63,61,48,64,67,62,69,57,73,57,73,60,57,64,62,49,64,63,65
3000,13,13,18,23,9,14,10,15,16,22,33,33,73,43,44,34,62,14,21,48,21,51,20,13
2000,61,53,49,63,50,73,59,39,49,73,80,75,57,76,63,69,69,58,51,56,61,62,25,11
4000,58,51,58,68,60,55,57,54,66,67,70,70,58,77,69,83,75,66,65,64,57,56,65,59
1000,17,15,13,33,13,16,17,22,28,23,36,38,70,48,48,30,48,17,23,19,25,33,19,23
2000,57,59,63,65,56,62,53,59,65,64,74,71,60,70,62,83,78,59,79,58,56,68,64,56
2000,21,34,70,48,48,25,23,47,30,54,51,70,57,65,59,56,81,48,61,23,46,62,60,64
3000,38,39,64,56,26,33,31,26,44,48,45,44,59,66,42,72,74,42,68,38,34,55,64,67
4000,68,63,52,62,52,67,65,43,59,67,73,73,60,69,60,69,51,58,45,60,55,51,53,49
2000,58,53,53,68,53,68,60,49,66,69,78,75,55,85,68,65,36,58,48,67,62,63,52,44
3000,38,67,68,56,62,61,53,41,45,65,62,67,64,68,64,77,76,61,57,57,64,62,25,20
3000,51,65,71,62,59,61,44,23,49,59,70,73,63,67,66,50,77,55,69,58,50,52,53,27
2000,58,60,43,68,42,63,30,39,64,66,68,68,64,72,66,89,67,62,67,68,35,59,48,53
4000,46,43,60,65,35,65,45,40,62,64,72,67,64,69,56,75,69,45,68,63,48,60,65,65
9000,39,67,63,58,58,64,54,48,38,62,66,64,59,55,65,58,79,62,47,53,60,57,23,23
2000,60,37,54,70,44,54,42,38,66,68,68,67,66,63,58,75,71,40,59,64,38,65,58,59
1000,61,22,45,62,39,65,48,33,65,65,75,72,55,78,55,65,52,35,58,38,38,55,68,67
2000,42,21,56,60,26,57,35,49,64,62,55,54,64,60,37,66,84,26,75,53,27,68,66,60
4000,49,67,55,61,69,65,65,54,44,64,66,74,66,73,65,72,62,61,43,54,63,59,43,16
3000,52,45,60,66,45,51,49,39,63,58,64,62,57,53,57,55,78,49,79,52,39,59,62,62
2000,33,34,66,57,29,32,22,49,45,56,65,63,62,60,57,73,78,34,56,32,39,62,69,64
5000,14,8,13,26,6,11,12,13,22,18,56,55,63,28,47,36,64,9,30,48,19,28,9,12
3000,62,57,39,68,58,68,52,59,62,70,59,57,60,71,66,51,66,62,52,65,57,64,35,37
6000,30,25,67,47,24,28,28,29,39,36,58,60,67,58,37,66,69,33,54,34,36,55,69,66
1000,14,10,11,35,12,16,11,16,42,21,29,31,64,28,43,18,52,11,19,48,32,49,16,10
2000,66,65,65,62,54,65,60,60,60,64,77,73,60,72,68,70,72,61,70,62,61,60,41,47
4000,11,10,14,23,13,11,15,14,20,22,48,46,61,42,49,18,63,18,23,32,14,46,18,16
3000,42,60,38,69,48,66,56,31,66,68,67,67,58,62,68,63,58,62,55,69,58,60,51,51
3000,56,52,60,68,40,63,56,55,65,67,73,71,67,75,63,75,71,55,75,64,59,65,66,66
4000,59,62,45,66,59,65,64,60,61,66,76,76,62,81,72,90,64,66,80,65,54,65,45,42
5000,49,58,63,65,55,62,52,57,62,64,68,66,65,54,70,89,78,59,78,62,65,61,62,56
1000,57,61,58,66,64,66,58,58,64,65,75,77,59,71,66,79,74,66,55,67,58,63,60,57
2000,60,25,71,64,24,42,26,23,44,59,66,68,59,66,48,68,86,29,63,42,54,58,64,65
8000,13,10,10,11,11,19,16,12,11,23,13,22,62,35,38,19,75,13,17,33,21,63,18,11
2000,59,60,65,64,68,67,67,54,45,64,79,75,60,64,66,57,70,64,70,59,64,65,20,21
3000,59,63,64,62,60,65,59,51,54,66,67,73,66,67,65,79,68,62,47,65,62,65,23,22
1000,55,55,64,68,61,64,72,64,66,66,65,64,61,61,70,75,74,67,63,58,60,62,64,62
2000,9,12,11,26,9,10,13,13,23,22,35,60,57,56,49,43,55,17,23,57,19,57,25,12
6000,12,12,11,18,11,11,11,15,17,23,54,55,58,53,44,37,84,18,40,35,13,52,16,15
5000,42,65,57,49,64,68,65,57,33,66,76,79,66,84,67,75,58,61,60,56,65,61,24,32
4000,65,53,51,57,51,60,67,70,49,63,76,74,63,72,62,73,66,55,55,56,50,66,60,62
2000,51,32,68,63,29,52,35,29,60,58,69,67,55,59,42,64,79,32,59,39,45,52,61,65
5000,63,71,58,62,63,60,56,53,56,63,67,66,64,67,66,72,69,62,63,61,65,70,31,20
2000,60,59,41,58,49,67,61,57,52,64,84,90,66,67,64,61,57,53,64,60,58,63,57,15
2000,67,61,51,65,56,68,66,63,57,67,76,75,59,69,74,74,70,65,81,60,65,62,57,25
2000,12,13,13,27,16,20,9,19,19,19,37,45,53,32,48,37,62,14,25,31,25,49,11,15
4000,64,43,48,65,48,64,61,49,62,63,75,69,66,77,57,79,57,41,63,59,49,65,64,65
2000,57,47,52,68,58,64,62,58,65,69,77,70,67,70,54,89,71,58,79,58,56,62,61,58
1000,56,66,41,63,73,67,71,55,51,68,91,90,64,94,68,64,51,63,53,61,58,72,17,14
2000,55,68,63,58,66,64,59,61,43,62,75,78,60,75,67,62,72,64,62,49,63,60,27,25
2000,68,38,48,63,41,55,29,33,59,63,79,76,58,70,39,75,63,39,61,59,39,62,54,69
4000,56,56,66,61,51,61,55,50,62,62,63,62,62,63,65,80,79,61,77,60,39,63,64,64
3000,15,12,13,36,19,19,13,15,25,21,41,47,59,42,44,30,73,20,25,46,25,15,15,17
6000,65,52,60,67,60,64,68,68,64,64,69,73,59,66,72,79,74,65,67,60,50,63,65,63
1000,65,26,59,60,34,57,40,38,59,65,73,75,70,73,57,71,73,36,52,49,38,68,64,64
3000,67,62,45,67,65,61,71,67,69,66,64,62,64,77,71,62,62,67,57,74,58,68,51,49
2000,52,62,65,61,58,54,46,47,54,58,75,71,67,69,64,69,85,57,88,59,64,68,36,25
1000,27,63,66,53,63,62,54,50,40,65,75,66,60,51,68,57,88,52,76,37,68,65,41,20
3000,68,59,58,68,46,62,69,40,65,66,68,68,62,67,67,72,73,47,67,68,59,68,61,61
3000,65,62,47,61,34,66,62,43,60,64,74,75,63,77,68,70,64,68,59,61,54,59,44,49
3000,65,45,69,63,43,65,32,44,59,60,64,68,62,52,63,70,74,57,62,58,51,53,59,68
2000,71,59,39,72,36,67,71,67,72,65,79,73,67,86,60,81,62,42,57,66,63,61,57,59
1000,52,44,59,70,41,52,46,54,63,61,65,53,59,65,65,77,65,53,63,56,48,68,61,62
6000,53,36,65,66,35,52,37,39,58,59,46,35,57,36,54,76,81,46,72,54,64,58,65,66
3000,55,34,66,63,32,57,36,36,59,59,68,43,63,44,47,71,80,30,68,61,41,48,62,66
6000,51,38,59,64,44,62,43,36,60,65,38,44,60,38,53,81,88,49,86,57,43,61,58,58
4000,64,49,63,59,45,73,70,57,55,67,79,81,59,82,80,76,71,55,62,47,41,56,57,62
4000,59,22,48,65,25,68,45,34,65,66,66,69,64,73,66,78,59,29,74,56,33,64,65,63
2000,34,58,43,63,38,69,39,51,62,71,76,72,60,81,62,69,54,65,50,57,35,50,38,47
3000,58,61,48,57,52,64,45,33,55,62,89,90,61,78,68,73,78,65,52,60,66,65,27,24
1000,73,64,49,65,61,74,51,54,63,65,86,79,58,84,68,68,48,63,36,70,57,63,15,32
4000,63,64,30,67,65,65,65,54,65,67,76,69,67,81,59,74,60,51,65,69,49,58,51,45
3000,45,63,64,58,55,64,44,28,41,63,79,83,60,62,69,56,76,56,62,58,66,62,36,20
2000,55,23,65,63,26,49,44,23,63,58,45,49,61,51,51,55,77,17,74,51,35,58,64,60
1000,60,49,47,52,25,63,29,34,47,63,83,88,59,87,67,86,32,55,60,58,38,57,55,64
2000,26,32,60,63,29,49,39,29,65,64,53,65,53,60,46,34,75,27,60,59,41,53,65,66
1000,43,57,53,69,66,68,67,66,64,65,76,72,60,67,59,74,61,55,57,63,64,65,59,53
4000,65,55,59,68,43,65,53,41,64,67,74,71,62,69,61,79,72,59,69,63,51,58,65,65
5000,57,65,64,68,53,64,50,58,64,65,68,67,63,74,58,70,68,63,61,67,56,64,59,55
5000,62,50,54,62,55,70,50,39,63,64,71,68,65,71,59,79,56,45,33,66,43,57,63,67
2000,57,56,58,65,59,65,62,56,61,66,70,71,66,55,69,77,71,65,66,62,56,63,57,62
2000,70,40,57,58,24,57,62,57,59,53,71,74,64,71,56,58,63,43,66,58,50,47,62,68
0,10,18,18,39,17,13,17,14,36,21,50,44,58,58,45,36,64,15,26,20,32,34,18,18
0,60,62,51,66,58,67,52,62,64,65,68,69,63,69,67,71,58,65,17,70,65,58,56,52
3000,52,64,59,62,64,61,41,29,33,63,77,77,58,81,65,67,80,59,55,59,68,61,21,15
2000,15,14,18,27,11,15,11,19,25,20,49,44,60,54,50,41,64,20,44,14,21,29,25,17
3000,71,45,53,68,38,66,49,66,60,69,63,65,68,72,68,65,58,35,59,64,52,58,65,62
3000,56,54,41,66,39,66,44,37,62,66,78,77,59,71,57,83,66,50,50,55,46,59,53,46
2000,60,50,49,67,44,65,43,39,62,68,78,75,67,79,57,79,59,49,68,65,39,55,53,54
2000,56,57,34,63,57,67,56,42,50,69,82,80,58,70,67,69,50,61,45,60,58,61,32,23
1000,60,66,42,71,44,68,66,48,62,73,71,76,56,59,62,71,56,54,45,71,55,56,42,28
1000,11,8,14,33,11,14,13,16,24,26,43,40,53,56,53,39,59,12,24,43,15,53,17,14
1000,30,68,70,58,50,52,39,42,41,59,67,74,62,60,66,73,79,62,51,52,50,60,29,22
2000,67,56,49,64,35,65,48,60,57,64,81,78,61,75,47,90,64,33,52,51,35,49,61,56
1000,66,31,59,36,30,66,34,44,26,68,71,67,59,86,55,64,45,41,51,41,40,68,70,69
2000,61,65,45,64,41,70,52,46,62,68,72,70,56,71,51,51,56,61,43,59,53,59,34,46
1000,62,63,30,62,60,65,67,58,59,67,78,82,57,90,67,76,59,62,51,60,74,66,35,37
3000,51,65,64,67,53,68,61,60,63,68,78,75,62,73,63,77,59,62,50,63,66,62,53,53
4000,12,9,10,22,9,12,8,8,17,21,25,22,45,37,43,21,65,8,23,36,11,30,13,14
4000,67,37,62,62,34,57,42,42,61,62,59,69,64,53,50,72,73,40,70,59,38,68,63,65
2000,12,13,12,24,17,15,14,12,23,14,31,24,63,48,51,21,31,12,21,50,16,40,17,15
0,13,13,15,26,20,19,13,14,22,21,42,42,66,57,44,50,66,12,19,12,25,22,14,19
3000,52,49,49,73,48,66,55,51,67,70,74,74,64,75,67,65,38,59,43,55,59,62,35,53
2000,20,11,11,28,18,12,12,11,35,21,42,35,63,41,49,27,54,13,30,37,24,48,15,17
2000,48,51,58,62,43,56,55,40,53,62,37,35,66,76,61,73,60,65,80,51,47,66,69,70
1000,66,61,62,68,66,67,66,58,63,68,62,64,65,62,73,41,85,63,70,69,51,72,45,55
1000,13,11,11,11,14,13,14,16,30,22,32,50,65,61,47,30,64,12,34,55,17,65,22,13
14000,18,15,18,33,14,16,13,19,27,30,42,36,66,40,50,38,70,14,28,44,15,60,15,12
2000,68,57,69,66,50,65,68,43,64,66,59,56,62,57,73,78,71,64,69,67,72,65,62,66
1000,48,43,64,63,38,53,30,44,60,56,64,52,62,53,70,79,84,55,80,44,49,60,61,60
3000,18,13,14,29,14,14,18,14,31,23,50,52,71,53,50,21,65,13,26,42,21,46,21,14
3000,42,21,70,61,26,46,38,12,57,53,34,33,54,47,52,31,73,19,71,35,24,66,67,64
1000,13,12,18,26,18,14,10,11,33,16,17,19,52,32,49,37,51,15,21,45,12,20,17,13
4000,57,29,67,60,25,54,27,17,48,60,54,53,64,66,56,54,76,40,63,48,34,57,67,61
3000,66,28,47,65,50,53,61,62,62,63,51,63,71,70,67,64,71,55,73,56,41,63,64,69
3000,62,27,52,58,22,61,53,45,57,64,73,72,59,71,61,76,73,60,80,61,25,63,60,67
2000,40,35,47,66,44,53,58,49,63,65,49,48,67,70,65,66,72,56,70,57,45,67,59,61
4000,66,60,49,65,63,66,68,61,54,69,68,74,65,76,73,67,63,62,61,64,64,70,43,33
4000,66,65,64,64,61,63,46,59,59,62,82,86,66,65,81,91,82,63,78,63,74,67,45,55
2000,44,32,65,60,31,40,25,27,61,57,62,57,58,58,67,67,83,52,68,57,34,69,61,66
3000,66,59,67,70,66,62,65,62,68,66,52,51,67,66,70,52,73,64,83,66,56,71,65,65
10000,19,15,19,28,17,17,11,15,34,18,46,34,70,41,53,34,62,16,33,45,18,42,22,13
1000,21,12,12,24,11,14,15,19,22,19,28,23,71,21,47,22,44,13,27,26,20,60,19,17
5000,60,59,64,64,62,64,61,52,61,65,53,53,72,63,65,83,74,60,80,63,61,62,71,64
3000,15,12,10,34,12,11,12,13,34,12,58,59,54,30,45,32,66,14,41,55,13,37,15,11
5000,55,35,59,59,32,58,60,52,58,57,55,53,60,70,56,73,76,54,72,53,42,62,65,65
4000,51,35,61,68,50,50,60,49,65,65,34,30,55,71,62,49,73,60,89,66,50,70,65,63
2000,13,13,14,12,13,12,13,13,15,18,34,46,66,41,44,31,67,12,34,33,14,47,13,11
4000,66,66,52,71,57,70,58,56,64,63,72,74,64,70,58,68,70,64,65,57,66,66,28,27
3000,64,57,58,61,53,62,59,60,60,61,72,73,64,67,68,77,68,62,69,59,64,60,63,63
6000,68,57,38,64,56,64,67,58,63,63,70,66,59,79,58,83,64,54,51,69,59,61,54,54
2000,63,60,61,65,59,65,64,62,65,66,64,66,70,74,74,70,71,65,69,65,60,69,54,41
3000,63,59,35,60,39,66,42,56,56,64,91,90,55,76,56,68,67,59,41,60,57,54,41,32
8000,61,44,70,64,29,55,22,25,57,64,51,51,61,47,63,62,76,48,73,57,38,69,68,71
3000,52,48,53,65,49,62,54,46,62,64,66,73,62,62,58,80,80,56,76,59,41,63,64,62
1000,37,26,74,55,33,42,30,28,49,51,41,44,58,35,56,52,88,20,74,52,67,60,64,62
2000,61,62,62,65,65,65,67,61,64,67,72,70,60,75,68,63,70,64,60,67,65,65,49,41
3000,44,51,65,67,52,56,63,67,62,60,48,35,62,55,61,68,75,64,57,58,65,73,65,62
3000,63,50,56,64,41,57,33,41,62,62,65,60,63,61,61,71,63,57,65,59,61,60,68,65
2000,35,22,66,54,39,48,31,22,51,53,33,51,59,69,43,34,73,36,75,31,32,64,66,68
2000,32,31,65,53,47,43,36,39,52,52,36,35,63,70,42,76,86,37,63,46,41,63,66,62
6000,66,64,37,64,62,67,70,69,62,70,71,70,59,70,71,62,56,74,59,62,53,68,42,46
6000,65,56,57,68,61,63,69,69,69,68,54,53,64,78,71,65,63,67,77,67,64,72,60,59
2000,48,34,67,56,29,37,24,26,55,46,55,36,52,57,39,67,90,36,92,47,33,58,64,61
2000,20,11,16,22,11,11,11,12,13,22,55,56,66,44,44,39,72,13,37,38,16,42,16,12
6000,11,20,11,25,14,18,13,12,30,23,45,45,61,56,47,35,64,18,34,38,22,51,15,12
3000,60,33,58,61,26,62,45,25,59,61,78,83,66,58,36,79,72,29,55,56,49,52,58,63
3000,16,11,13,33,11,13,11,14,40,40,42,48,68,50,44,41,65,11,37,34,11,58,24,13
4000,58,55,64,68,45,63,58,33,66,68,55,54,63,68,65,59,68,60,66,63,62,67,65,62
2000,51,69,59,56,66,62,52,35,45,62,77,72,65,85,64,69,61,62,88,57,61,68,20,18
2000,51,39,65,62,30,53,55,52,59,52,37,32,56,64,65,36,79,53,70,28,69,54,64,65
3000,45,65,70,62,62,60,59,52,45,63,60,61,66,66,68,69,64,63,77,58,59,59,45,26
3000,70,62,62,70,53,65,67,72,65,66,55,55,64,63,69,68,65,67,70,66,73,70,65,50
3000,22,13,14,28,15,14,25,14,29,12,52,54,67,42,47,43,61,13,30,42,25,38,18,14
1000,64,62,39,64,63,64,59,65,58,64,73,70,62,74,66,72,63,54,38,65,43,67,45,44
2000,55,42,65,58,35,47,64,63,57,57,52,62,63,47,78,66,76,55,67,42,59,62,64,59
4000,60,68,54,63,60,63,55,40,57,65,67,67,59,64,70,71,71,64,73,50,68,66,35,24
7000,55,67,61,60,67,62,70,61,52,65,69,71,67,67,66,68,65,64,61,65,60,70,21,31
6000,63,56,50,68,49,61,70,67,64,69,50,52,59,58,63,65,62,61,46,73,70,67,54,47
1000,47,63,67,58,61,59,60,55,45,61,62,64,63,66,77,63,81,57,55,57,62,61,22,29
1000,10,9,11,37,13,14,16,15,35,21,35,42,66,44,42,32,58,20,33,38,25,48,15,12
1000,72,38,56,67,33,61,65,55,68,66,76,70,68,77,63,43,56,51,68,48,42,59,67,69
4000,60,58,50,61,43,65,61,63,57,66,72,71,65,74,60,88,63,51,56,63,62,64,47,42
6000,60,44,58,60,52,56,56,23,60,62,72,71,60,67,48,90,64,41,62,58,47,50,61,62
2000,42,17,60,60,24,22,24,25,60,60,65,67,65,52,54,66,80,32,75,45,25,63,60,63
2000,67,46,61,65,51,65,67,62,56,63,72,61,66,66,67,63,66,58,67,50,62,65,72,67
2000,55,65,60,63,72,62,57,59,65,60,72,55,75,79,50,72,59,58,53,72,67,62,30,26
2000,57,59,60,64,55,63,52,60,62,61,69,68,66,63,55,77,61,64,78,62,56,67,60,65
7000,47,65,67,59,62,62,51,43,51,64,59,63,65,67,69,72,76,62,70,55,67,63,20,21
3000,52,53,71,64,43,60,50,45,63,64,54,54,60,55,59,70,80,50,74,60,57,64,62,63
2000,50,36,62,66,53,52,59,58,65,62,32,36,65,49,70,70,78,60,83,62,47,68,63,54
3000,53,54,63,63,55,54,49,51,62,56,52,63,63,56,64,82,82,55,69,50,49,64,71,64
4000,66,57,49,60,48,54,53,44,58,65,65,68,59,67,47,88,73,46,66,56,42,60,67,65
4000,64,48,46,64,62,69,58,64,58,68,79,76,68,84,58,59,32,60,62,60,41,58,40,33
1000,70,57,53,66,60,71,59,61,62,71,79,84,65,74,72,84,65,66,55,63,57,70,45,42
2000,64,50,60,68,67,63,70,61,67,66,67,62,60,81,71,76,69,62,75,69,43,72,54,43
5000,49,63,61,59,59,60,45,46,53,61,87,79,69,58,61,64,88,54,63,47,58,64,50,26
2000,62,55,54,65,40,57,65,39,55,62,57,63,67,65,53,76,72,59,68,52,49,63,65,67
3000,68,58,44,62,58,72,71,64,57,73,68,67,59,78,61,52,70,67,37,65,61,59,27,33
0,10,11,10,32,10,10,11,11,31,21,57,61,62,29,48,35,69,11,31,37,18,64,21,12
4000,65,30,58,63,45,57,62,55,57,65,63,67,66,68,56,69,77,58,71,41,44,61,66,62
12000,64,56,57,64,44,66,38,53,63,64,72,74,65,70,57,81,63,52,48,64,53,63,64,64
2000,15,14,13,35,12,11,16,14,33,9,57,48,61,21,53,44,84,14,35,41,18,49,18,10
5000,73,56,65,63,49,63,34,48,60,65,53,55,63,62,70,62,70,70,80,65,56,63,68,67
3000,48,71,59,44,66,49,61,55,31,65,63,65,71,59,69,80,79,60,78,42,44,67,36,14
1000,60,49,68,62,63,68,63,43,77,75,68,65,50,50,64,73,53,60,54,61,46,66,71,73
5000,38,66,56,51,49,64,59,41,40,63,79,78,62,61,70,65,87,61,49,46,42,63,27,29
1000,71,32,59,66,52,67,71,54,66,67,72,72,71,70,64,84,67,59,69,55,56,69,56,64
4000,60,48,61,57,47,63,58,59,56,63,76,78,65,67,64,71,74,43,52,57,36,64,62,66
4000,71,45,46,65,54,66,69,67,67,67,70,67,64,75,75,68,58,65,62,65,53,65,47,52
1000,32,34,64,55,34,47,42,29,55,52,33,32,58,47,32,72,83,47,65,54,36,63,65,64
2000,17,10,11,26,10,12,20,13,25,16,59,49,65,21,49,29,64,12,32,42,19,45,13,12
2000,40,65,75,67,45,58,48,42,62,63,47,53,68,51,68,77,79,64,81,64,58,65,58,53
2000,58,49,60,56,43,59,49,36,59,63,77,84,60,69,51,77,76,48,75,48,59,54,60,64
3000,62,72,59,57,59,64,59,43,43,66,74,74,64,62,52,74,63,52,66,55,74,59,13,13
3000,19,5,8,23,10,7,24,23,18,16,36,28,65,46,50,38,66,5,27,50,13,57,17,4
5000,67,64,53,68,60,65,64,61,64,68,70,72,62,76,74,65,68,69,68,67,56,65,63,57
3000,58,50,63,67,51,58,67,61,67,68,63,56,63,68,70,70,73,69,76,68,67,71,66,59
4000,64,32,58,63,36,55,54,53,62,62,66,65,63,69,60,73,66,38,66,60,43,70,67,66
4000,67,48,65,66,48,64,66,35,62,60,73,70,65,72,59,74,71,56,69,59,32,50,63,61
2000,11,20,18,52,11,13,13,12,50,25,26,25,57,45,46,24,49,13,22,49,16,45,28,11
5000,33,28,70,61,27,60,31,36,57,55,64,49,61,45,43,63,70,29,60,44,40,67,66,66
2000,17,11,13,21,15,12,12,14,20,20,42,47,64,21,46,34,69,14,26,36,20,50,12,12
1000,11,10,13,23,10,19,10,12,22,22,36,40,63,53,49,24,69,12,29,46,22,38,8,10
3000,10,9,19,23,9,8,9,10,18,22,49,54,62,48,42,29,65,10,24,35,20,25,12,18
2000,65,22,63,56,17,46,47,32,61,63,63,62,70,64,22,70,67,25,70,48,46,62,67,67
3000,66,32,59,64,49,64,69,49,59,63,57,63,66,59,70,75,77,67,73,60,39,62,67,64
5000,24,65,62,65,60,66,53,50,60,66,77,77,59,74,64,68,64,63,30,54,62,63,52,22
3000,17,14,14,17,12,13,16,15,20,24,36,31,59,26,40,22,68,15,21,44,12,54,27,17
3000,67,52,55,66,29,66,69,66,65,70,69,70,63,72,53,75,67,58,56,68,51,68,58,57
5000,69,63,40,72,63,69,69,70,62,68,62,57,59,90,70,53,57,64,68,72,58,61,42,28
1000,12,14,14,27,14,11,9,19,39,13,39,39,65,46,45,34,84,14,15,42,35,54,13,9
3000,64,58,41,73,70,62,75,70,65,72,49,45,61,69,77,44,58,68,39,68,70,61,53,34
3000,64,54,65,65,33,63,64,64,67,65,38,38,63,53,85,70,82,72,80,65,64,64,59,58
2000,64,38,55,62,55,63,51,43,59,64,76,77,62,84,62,82,59,53,67,58,41,57,62,61
2000,60,38,62,67,17,51,58,59,56,61,54,63,59,69,43,78,70,34,67,43,48,56,65,68
6000,61,61,56,58,63,69,53,57,50,66,79,82,58,78,61,69,74,62,66,59,56,64,23,37
2000,58,40,61,56,53,59,58,50,55,58,64,66,64,65,58,82,68,49,68,59,45,67,68,66
3000,65,60,52,65,59,66,66,71,62,65,74,75,57,93,68,47,64,64,76,71,70,62,58,53
4000,31,67,65,53,61,61,58,33,22,64,62,66,64,86,68,72,65,56,57,45,65,62,24,18
1000,10,13,13,31,10,16,11,14,32,15,54,51,62,52,50,23,68,12,21,10,17,41,16,14
3000,10,9,10,26,9,9,10,10,30,22,45,47,68,36,50,40,68,9,13,68,18,53,15,9
1000,64,61,60,64,60,67,62,61,56,70,76,72,72,71,61,68,45,64,48,65,60,68,34,14
4000,57,24,62,60,29,37,46,32,53,59,45,43,59,75,63,51,74,50,72,41,46,66,67,62
1000,39,66,70,54,63,57,59,56,41,67,70,65,61,62,67,72,80,56,51,46,67,62,29,22
6000,63,64,51,68,66,64,60,64,66,66,62,62,56,80,72,50,72,65,61,69,58,64,35,35
3000,45,27,67,60,25,43,35,40,55,57,42,46,59,39,40,50,76,36,72,53,41,73,61,65
2000,52,41,54,64,45,59,54,55,59,61,81,80,58,64,65,78,71,48,67,54,46,58,61,63
7000,62,62,55,63,66,67,66,63,55,67,73,72,66,64,74,53,72,65,55,64,67,59,48,43
3000,63,32,37,65,46,67,66,63,62,66,79,79,61,86,59,70,57,53,66,57,49,69,58,62
1000,30,66,61,61,62,60,59,58,45,62,70,78,63,61,70,62,72,64,35,64,66,60,30,11
3000,59,64,49,65,61,67,60,49,51,70,81,76,62,81,60,73,42,65,38,66,60,64,46,31
3000,67,59,48,68,48,66,72,68,65,67,70,54,65,64,59,72,76,63,57,64,54,65,58,58
3000,71,43,55,67,35,73,81,55,65,69,73,77,59,57,78,75,72,55,67,64,70,57,58,64
1000,61,63,56,69,62,66,63,64,61,66,72,74,61,71,66,74,62,60,51,56,60,66,40,32
4000,62,61,30,64,61,65,65,67,63,64,79,72,62,71,64,75,31,66,55,66,60,65,34,31
2000,63,63,59,66,54,66,60,57,66,67,63,60,69,69,67,73,71,66,77,66,44,67,55,57
4000,16,12,12,36,14,17,14,13,34,18,55,55,65,34,49,37,68,16,35,39,24,49,20,16
6000,46,27,49,64,22,49,50,36,58,46,71,73,63,62,59,85,77,21,65,62,39,49,68,67
2000,51,48,47,67,62,66,45,33,64,69,90,87,61,82,64,87,71,55,81,60,44,71,55,68
3000,56,49,46,73,45,64,71,64,69,68,61,64,64,74,56,56,54,55,48,73,49,48,55,47
2000,54,61,42,55,53,70,49,46,49,63,90,92,63,79,63,79,60,59,48,50,51,62,62,32
3000,63,22,57,63,42,59,66,36,61,62,67,65,64,61,55,71,71,37,67,44,45,59,65,65
3000,68,30,58,63,40,62,66,71,66,61,70,69,63,59,67,83,66,65,52,59,39,58,64,65
3000,55,41,66,65,46,61,42,58,62,64,68,69,61,67,61,71,74,55,74,58,61,66,62,63
2000,37,22,71,62,13,28,41,33,54,51,46,48,59,47,59,72,82,40,67,45,38,68,61,66
1000,57,35,64,62,34,50,60,28,59,53,35,31,62,32,48,50,86,32,76,55,25,58,62,59
5000,62,36,70,63,35,54,43,33,60,62,50,53,63,45,42,49,68,46,59,54,40,63,66,66
2000,59,49,60,67,48,57,61,55,58,63,69,69,68,78,53,70,66,36,71,56,52,64,64,63
2000,59,65,40,64,49,65,51,58,62,66,78,80,65,72,55,68,64,53,19,50,57,47,44,41
2000,64,62,32,63,59,64,67,67,60,62,77,77,61,68,62,70,57,65,48,64,48,63,52,41
2000,17,30,61,54,46,42,40,32,49,50,34,36,59,45,52,58,82,43,79,50,39,49,66,62
3000,73,64,61,71,47,62,78,72,70,68,38,55,70,81,59,68,64,59,59,66,54,71,53,25
2000,32,36,67,58,11,35,43,38,57,55,33,53,63,60,66,74,82,46,70,50,45,55,59,64
5000,50,68,77,55,60,57,53,45,55,54,63,55,64,63,69,71,81,59,58,46,55,65,39,18
3000,13,13,14,32,10,14,13,9,32,16,38,42,65,51,47,21,74,13,23,44,16,59,15,16
2000,60,61,64,62,56,65,55,56,60,63,80,75,65,70,65,71,69,56,67,65,54,66,66,61
2000,57,66,50,66,61,70,51,49,62,67,74,73,63,73,66,65,66,68,61,71,62,62,15,67
2000,61,62,52,67,59,63,55,69,65,66,63,64,60,64,80,61,70,67,61,72,64,68,58,49
2000,56,50,48,61,54,75,62,56,55,72,82,73,61,83,62,73,40,57,49,57,55,62,18,24
7000,40,65,67,57,61,62,55,40,54,63,64,67,57,62,70,75,87,58,87,57,56,61,20,19
4000,64,60,40,61,42,72,56,50,60,66,88,83,55,82,63,66,57,62,50,51,56,56,40,22
